,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
2422,-1,7 wins & 6 nominations.,5651,Canada,4-Feb-14,Joel Heath,Documentary,"English, Inuktitut",-1.0,"Featuring stunning footage from seven winters in the Arctic, People of a Feather takes you through time into the world of the Inuit on the Belcher Islands in Canada's Hudson Bay. Connecting...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTk3Njk3MV5BMl5BanBnXkFtZTcwNzcxMDU0Nw@@._V1_SX300.jpg,First Run Features,-1,8-Nov-13,TRUE,86,90,People of a Feather,http://www.peopleofafeather.com,"Joel Heath, Dinah Kavik, Johnny Kudluarok, Community of Sanikiluaq",2011,tt1929346,8.1,90,2423,-1.0
2423,"Ilan Hall, Giovanni Reda",-1,-1,USA,-1,-1,Reality-TV,English,-1.0,"Top Chef winner and The Gorbals restaurant owner and chef, Ilan Hall hosts after hours culinary battles in his restaurant. Two chefs are given three ingredients, one hour and free reign of ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NzA4NTYwN15BMl5BanBnXkFtZTgwNTI0ODAxMzE@._V1_SX300.jpg,-1,-1,24-Sep-13,TRUE,-1,-1,Knife Fight,-1,Doug Mirabello,2013ÛÒ,tt2884170,6.2,93,2424,4.0
2424,"Xiaoming Huang, Ethan Juan, Purba Rgyal, Tian Gao",5 nominations.,-1,"China, Haiti, Hong Kong",13-Aug-13,Wai-Keung Lau,"Action, Drama",Mandarin,35.0,An elite crime-fighting unit in the court of the Chinese emperor relies on flying swords to defeat their enemies.,https://m.media-amazon.com/images/M/MV5BZWFkMDJiODYtY2I1OS00ZTBhLWEzZjYtMGUyMjhjYjhhMTc5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,Well Go USA,R,14-Jun-13,TRUE,25,112,The Guillotines,http://wellgousa.com/theatrical/the-guillotines,"Oi Wah Lam, Joyce Chan, Yuet-Jan Hui, Peter Tsi, Junli Guo, Koon-Nam Lui",2012,tt1847713,4.8,1187,2425,-1.0
2425,"Sarah Paulson, Jeremy Allen White, Wes Bentley, Corey Stoll",1 win.,-1,USA,10-Mar-14,Nenad Cicin-Sain,Mystery,English,29.0,An artist meets a mysterious and wealthy benefactor and their relationship is not what it appears to be.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTU1MjI3NF5BMl5BanBnXkFtZTcwODk2MDk3OQ@@._V1_SX300.jpg,Tribeca Film,NOT RATED,23-Jul-13,TRUE,25,85,The Time Being,http://tribecafilm.com/tribecafilm/filmguide/time-being,"Nenad Cicin-Sain, Richard N. Gladstein",2012,tt1916749,5.5,664,2426,-1.0
2426,Tim DeChristopher,1 win.,4809,USA,15-Jul-13,"Beth Gage, George Gage","Documentary, Biography, Crime",English,61.0,"Tim DeChristopher is Bidder 70, a young man who derailed an illegal BLM oil and gas auction in a courageous act of civil disobedience.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMDU2NjI0MF5BMl5BanBnXkFtZTcwNjQ5NDk4Nw@@._V1_SX300.jpg,First Run Features,-1,29-Mar-12,TRUE,78,73,Bidder 70,http://www.bidder70film.com/,Beth Gage,2012,tt2085759,6.9,110,2427,-1.0
2427,-1,-1,-1,Japan,-1,Atsushi Funahashi,"Documentary, Drama",Japanese,-1.0,Many people have forgotten what happened in Fukushima.,-1,-1,-1,-1,TRUE,-1,95,Nuclear Nation 2,-1,Atsushi Funahashi,2015,tt5050802,-1.0,-1,2428,-1.0
2428,"Jackie Sumell, Herman Wallace",2 wins & 4 nominations.,4669,"USA, Canada, UK",8-Jul-13,Angad Bhalla,"Documentary, Crime",English,73.0,'What kind of house does a man who has been imprisoned in a six-foot-by-nine-foot cell for over 30 years dream of?' This film captures the remarkable creative journey and friendship of ...,https://m.media-amazon.com/images/M/MV5BOTE3NzI2MDA3MF5BMl5BanBnXkFtZTcwMzgzMjQ4Nw@@._V1_SX300.jpg,First Run Features,NOT RATED,2-Mar-12,TRUE,88,80,Herman's House,http://hermanshousethefilm.com,-1,2012,tt2079512,6.2,151,2429,-1.0
2429,"Alex Karpovsky, Tarik Lowe, Arielle Kebbel, Sophia Takal",-1,-1,USA,24-Jun-13,Daniel Schechter,Comedy,"English, Spanish",62.0,Two New York film editors balance their personal relationships while reworking a movie in crisis.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NjEyNjgyOF5BMl5BanBnXkFtZTcwNjUwMzMwOQ@@._V1_SX300.jpg,Independent Pictures,NOT RATED,25-Jan-13,TRUE,86,87,Supporting Characters,http://www.supportingcharacters-film.com/,"Daniel Schechter, Tarik Lowe",2012,tt1874789,6.4,798,2430,-1.0
2430,"David A.R. White, Brian Bosworth, Eric Roberts, Andrea Logan White",-1,3722,USA,14-Oct-13,Gabriel Sabloff,"Action, Fantasy",English,-1.0,"With the Rapture now history, traveling salesman Josh becomes a warrior on the road in his plan to return home, but God guides others to help make Josh part of His plan.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTEzMTYzNF5BMl5BanBnXkFtZTgwOTc5NDIwMDE@._V1_SX300.jpg,Freestyle Releasing,NOT RATED,12-Jul-13,TRUE,-1,90,Revelation Road 2: The Sea of Glass and Fire,http://pureflix.com/portfolio/revelationroad/,"Sean Paul Murphy, Gabriel Sabloff",2013,tt2825924,5.3,741,2431,-1.0
2431,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,Ferlinghetti,-1,-1,2013,-1,-1.0,-1,2432,-1.0
2432,"Eric Elmosnino, HÌ©lÌ©na Noguerra, Ary Abittan, FrÌ©dÌ©rique Bel",-1,3713,France,-1,Charles Nemes,"Comedy, Romance",French,36.0,"When two people who no longer believe in love find each other, nothing can get in the way of their blossoming romance - except for a playful farce of miscues, meddling, and mistaken identity.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjU3NTgxOF5BMl5BanBnXkFtZTgwMjgzMTQyMDE@._V1_SX300.jpg,Rialto Premieres,-1,8-May-13,TRUE,60,97,HÌ«tel Normandy,-1,"Jean-Paul Bathany (scenario and dialogue), StÌ©phane Ben Lahcene (scenario and dialogue)",2013,tt2644800,4.6,245,2433,-1.0
2433,"Paul Giamatti, Paul Rudd, Sally Hawkins, Amy Landecker",1 nomination.,4556,USA,18-Nov-13,Phil Morrison,"Comedy, Drama",English,54.0,"While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted.",https://m.media-amazon.com/images/M/MV5BMjE2ODg4MDUzOF5BMl5BanBnXkFtZTgwMzk5MjkxMDE@._V1_SX300.jpg,Anchor Bay Films,R,10-Sep-13,TRUE,46,107,All Is Bright,-1,Melissa James Gibson,2013,tt1462901,5.6,5027,2434,-1.0
2434,"Francisco Barreiro, Laura Caro, Alan Martinez, Michele Garcia",6 wins & 3 nominations.,-1,Mexico,18-Mar-14,AdriÌÁn GarcÌ_a Bogliano,"Horror, Thriller",Spanish,50.0,"A married couple lose their children while on a family trip near some caves in Tijuana. The kids eventually reappear without explanation, but it becomes clear that they are not who they ...",https://ia.media-imdb.com/images/M/MV5BMTQ5NjIyMTUyMV5BMl5BanBnXkFtZTgwNTUxMjU0MDE@._V1_SX300.jpg,Magnolia Pictures,NOT RATED,-1,TRUE,42,97,Here Comes the Devil,http://https://www.facebook.com/pages/Here-Comes-the-Devil/379313688799622,AdriÌÁn GarcÌ_a Bogliano,2012,tt2107648,5.6,3371,2435,-1.0
2435,"Jean Bertrand, Emma Chaibedra",-1,-1,France,30-Jul-13,Jimmy Boutry,"Short, Drama",-1,-1.0,-1,-1,Monterey Media,-1,-1,TRUE,38,4,Between Us,http://betweenusmovie.com/,Jimmy Boutry,2013,tt4390864,-1.0,-1,2436,-1.0
2436,"Miguel Angel Pacheco, Rosmel Bustamante, Adriana Calzadilla, Simona Chirinos",3 wins & 2 nominations.,-1,Venezuela,11-Nov-14,Alejandro Hidalgo,"Drama, Horror, Mystery",Spanish,-1.0,"Dulce is a mother of two who experiences terrifying encounters with apparitions inside her old house, a place where a tragedy occurs. Thirty years later, an elderly Dulce returns home to decipher the mystery that has tormented her for so long.",https://m.media-amazon.com/images/M/MV5BMjIzNTE5NzQ3NF5BMl5BanBnXkFtZTgwNzIxMDA5NzE@._V1_SX300.jpg,Centro Nacional AutÌ_nomo de CinematografÌ_a,NOT RATED,21-Jun-13,TRUE,-1,101,The House at the End of Time,http://www.lacasadelfindelostiempos.com/,"Alejandro Hidalgo (screenplay), Alejandro Hidalgo, Frank Baiz Quevedo (screenplay consultant)",2013,tt2640474,6.8,5690,2437,-1.0
2437,"Justin Long, Keir O'Donnell, Evan Rachel Wood, Gideon Glick",-1,-1,USA,4-Feb-14,Kat Coiro,"Comedy, Romance",English,38.0,"A young writer tries to impress a girl he meets online with an embellished profile, but he finds himself in a real mess when she falls for him and he has to keep up the act.",https://m.media-amazon.com/images/M/MV5BMTg2MDQwOTAwNV5BMl5BanBnXkFtZTgwOTcwNjE0MDE@._V1_SX300.jpg,IFC Films,R,13-Feb-14,TRUE,47,89,A Case of You,http://www.ifcfilms.com/films/a-case-of-you,"Christian Long (screenplay), Justin Long (screenplay), Keir O'Donnell (screenplay)",2013,tt1817081,5.7,10017,2438,-1.0
2438,"J.K. Simmons, Tim Allen, Scott Caan, Basil Hoffman",-1,-1,USA,12-Aug-13,Michelle Schumacher,Comedy,English,9.0,"Follow actor J Kimball as he researches what it's like to be old for a role in an upcoming movie. When he meets the residents at The Coconuts convalescent home, he quickly discovers that ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxNjIzNzcxM15BMl5BanBnXkFtZTcwNjAxMjE0OQ@@._V1_SX300.jpg,Gravitas Adventuras,NOT RATED,22-May-13,TRUE,-1,81,3 Geezers!,http://3geezers.com/,"Randle Schumacher, Eric Radzan, Tony Cummings",2013,tt1825784,3.4,637,2439,-1.0
2439,"Forest Whitaker, Ray Liotta, Marton Csokas, Stephen Lang",-1,2137,USA,23-Apr-13,David A. Armstrong,"Action, Crime, Mystery",English,-1.0,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.,https://m.media-amazon.com/images/M/MV5BMTg4NTcwMzM4N15BMl5BanBnXkFtZTcwOTIyOTkyOQ@@._V1_SX300.jpg,Anchor Bay Films,R,19-Sep-13,TRUE,-1,88,Pawn,http://www.anchorbayentertainment.com/,Jay Anthony White,2013,tt1551630,5.7,6348,2440,-1.0
2440,"Najarra Townsend, Caroline Williams, Alice Macdonald, Matt Mercer",3 nominations.,3328,USA,18-Mar-14,Eric England,"Drama, Horror, Thriller",English,48.0,"After being drugged and raped at a party, a young woman contracts what she thinks is an STD; but, it's actually something much worse.",https://m.media-amazon.com/images/M/MV5BMTQwMjQyOTUwN15BMl5BanBnXkFtZTgwMDQ3MzE2MDE@._V1_SX300.jpg,IFC Films,NOT RATED,22-Nov-13,TRUE,53,84,Contracted,http://www.ifcfilms.com/films/contracted,Eric England,2013,tt2281159,5.3,12874,2441,-1.0
2441,"Juan Manuel Fangio, Graham Hill, Roman Polanski, Nina Rindt",-1,-1,France,19-May-14,Frank Simon,Documentary,English,-1.0,"Filmmaker Roman Polanski spends a weekend with world champion driver Jackie Stewart as he attempts to win the 1971 Monaco Grand Prix, offering an extraordinarily rare glimpse into the life of a gifted athlete at the height of his powers.",https://ia.media-imdb.com/images/M/MV5BMTg1OTQwNDU5OV5BMl5BanBnXkFtZTgwMDUwMTIzMTE@._V1_SX300.jpg,Submarine Media,-1,20-May-14,TRUE,71,93,Weekend of a Champion,http://submarinedeluxe.com/weekendofachampion.html,-1,2013,tt3504226,7.5,345,2442,-1.0
2442,"De'Lon Grant, Philana Mia, Peter Berkrot, Victor Shopov",-1,2825,USA,-1,Pasha Roberts,"Animation, Thriller",English,21.0,"At the center of corruption is the Federal Reserve who has gained enormous amounts of control over America's economy, with disastrous effects beginning to show. Standing opposite, is the ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyODE5NTIzN15BMl5BanBnXkFtZTcwNTEyODMwNA@@._V1_SX300.jpg,Area 23a Films,PG-13,22-Mar-13,TRUE,0,90,Silver Circle,http://www.silvercirclemovie.com/,Steven Schwartz (screenplay),2013,tt1748199,6.6,58,2443,-1.0
2443,Carlos HipÌ_lito,2 wins & 1 nomination.,-1,Spain,-1,Diego GalÌÁn,Documentary,Spanish,-1.0,A trip all along the Spanish cinema that analyzes the sexist point of view offered in many films about women. The documentary includes scenes from the times of the Spanish republic to the present.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Njc3NjU1MV5BMl5BanBnXkFtZTcwMDA1MTA4OQ@@._V1_SX300.jpg,-1,-1,14-Jun-13,TRUE,-1,83,Barefoot in the Kitchen,-1,Diego GalÌÁn,2013,tt2896952,5.6,77,2444,-1.0
2444,-1,-1,2876,Greece,1-Oct-13,Dimitris Vrakas,"Documentary, Short",Greek,-1.0,-1,-1,Anchor Bay,-1,22-Mar-13,TRUE,45,24,Morning,http://www.morningthemovie.com/,Vasilis Oikonomou,2013,tt2805214,-1.0,-1,2445,-1.0
2445,"Maxym Anciaux, Cathy Boquet, MahÌ© Collet, Christelle Cornil",3 wins & 4 nominations.,4014,"France, Belgium, South Korea, Switzerland",-1,"Laurent Boileau, Jung","Animation, Biography, Drama","French, Korean",73.0,Comic-book artist Jung returns to Seoul for the first time since he was abandoned at the age of 5.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0NTk2NDU4NF5BMl5BanBnXkFtZTgwOTgxNjM3MTE@._V1_SX300.jpg,GKIDS,-1,6-Jun-12,TRUE,100,70,Approved for Adoption,http://www.gkids.tv/approved,"Laurent Boileau, Jung (also graphic novel)",2012,tt1621766,7.3,479,2446,-1.0
2446,"RaphaÌÇl Personnaz, Clotilde Hesme, Arta Dobroshi, Reda Kateb",2 wins & 1 nomination.,-1,France,9-Sep-13,Catherine Corsini,Drama,"French, Romanian",42.0,"This is the tale of a hit and run accident that results in the death of an illegal foreigner. Three men, including a young executive, are aboard the vehicle responsible of the accident and ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMTE3NzQ1Ml5BMl5BanBnXkFtZTcwNjQxNDc2OQ@@._V1_SX300.jpg,Film Movement,-1,5-Dec-12,TRUE,38,101,Three Worlds,http://https://www.facebook.com/troismondes,"Catherine Corsini (screenplay), BenoÌ¨t Graffin (screenplay), Antoine Jaccoud (collaboration), Lise Macheboeuf (collaboration)",2012,tt2369497,6.5,568,2447,-1.0
2447,"Shihe Zhang, Shuguang Zhou",6 wins & 3 nominations.,3032,"China, USA",-1,Stephen Maing,"Documentary, Drama, History",Mandarin,53.0,A documentary that follows the journey of two of China's first citizen reporters as they travel the country chronicling under-reported news and social issues stories.,https://m.media-amazon.com/images/M/MV5BMTg1NDQ1NDAyN15BMl5BanBnXkFtZTcwODYwNTA5OA@@._V1_SX300.jpg,Argot Pictures,NOT RATED,1-Apr-12,TRUE,63,87,"High Tech, Low Life",http://hightechlowlifefilm.com/,-1,2012,tt2151988,7.3,179,2448,-1.0
2448,"Timur Temirov, Vlada Temirova",1 nomination.,-1,"UK, Russia",-1,Nick Read,"Documentary, Crime",Russian,-1.0,"In the heart of Russia, in a forest larger than Germany, where winter temperatures drop to -40 degrees, 7 hours from the nearest city, lies a prison like no other. Home to 260 men, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BYzcxZDdiYjQtNzViOS00NmM5LWI2NzgtMjhiNjJjM2Q2NDcyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,-1,-1,27-Jun-13,TRUE,-1,80,The Condemned,-1,-1,2013,tt3164988,7.3,291,2449,-1.0
2449,Yacov Noy,-1,-1,USA,-1,Yacov Noy,"Animation, Short, Family",English,-1.0,"Mr. Nobody is a story about a three legged man who searches for silence. He can't find it in the city, nor a farm or the mountains, so he sits down, shuts his eyes and goes deep inside. ...",-1,-1,-1,-1,TRUE,-1,5,"Mr. Nobody, Searching for Silence",-1,Yacov Noy,2011,tt2117924,-1.0,-1,2450,-1.0
2450,Ben Hanlin,-1,-1,UK,-1,-1,-1,English,-1.0,"The charming magician, Ben Hanlin, conjures up mischief as unsuspecting celebrities and members of the public are taken in by his unique brand of hidden camera magic.",https://ia.media-imdb.com/images/M/MV5BYTdjM2FkNGItZDQzYi00YTNmLThiZDEtMjE1YWJmOTZkMTFjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,-1,-1,10-Oct-13,TRUE,-1,60,Tricked,-1,-1,2013ÛÒ,tt3335074,7.3,87,2451,2.0
2451,"RaphaÌÇl Personnaz, Charlotte Le Bon, JÌ©rÌ«me Commandeur, CamÌ©lia Jordana",-1,-1,France,-1,ClÌ©ment Michel,Comedy,French,20.0,"Parisian Thomas Platz is suddenly made the guardian of a baby - then pretends to be its real father in order to win back Marie, the girlfriend who dumped him a year before. Stuck between ...",https://m.media-amazon.com/images/M/MV5BODU0NjMxOTY5NV5BMl5BanBnXkFtZTcwNTQ0NTk0OQ@@._V1_SX300.jpg,Rialto Premieres,-1,2-Jan-13,TRUE,8,90,The Stroller Strategy,-1,"ClÌ©ment Michel (scenario and dialogue), Louis-Paul Desanges (collaboration), Ludovic du Clary (story editor)",2012,tt2520516,5.5,736,2452,-1.0
2452,"Josh Duhamel, Dan Fogler, Peter Michael Goetz, Christie Burson",1 nomination.,-1,USA,24-Sep-13,"Kevin Goetz, Michael Goetz","Drama, Thriller",English,34.0,Tensions rise between lifelong friends Mitchell and Carter after their truck breaks down on an isolated desert road as they start to attack each other's life decisions with unwavering brutality.,https://m.media-amazon.com/images/M/MV5BMjAyNjIyOTU0M15BMl5BanBnXkFtZTcwNTUwOTI2OQ@@._V1_SX300.jpg,Vertical Entertainment,R,23-Aug-13,TRUE,65,82,Scenic Route,http://www.facebook.com/ScenicRouteMovie,Kyle Killen,2013,tt2012011,6.5,9469,2453,-1.0
2453,"Paul Gordon, Ricardo G. Lerma, Sam Wainwright Douglas, Troy Anthony Miller",4 wins & 1 nomination.,-1,USA,14-Jun-13,Paul Gordon,"Comedy, Drama, Romance",English,49.0,"A poet who starts a health-conscious food stand finds support from his friends, as well as a potential love match with one of his customers. But will unexpected complications jeopardize his dreams of a hot dog-free future?",https://ia.media-imdb.com/images/M/MV5BMTgwMjg0Njk4NF5BMl5BanBnXkFtZTcwMjk4MDcyOQ@@._V1_SX300.jpg,Cinema Libre,NOT RATED,17-Sep-10,TRUE,73,85,The Happy Poet,http://happypoetmovie.com/,Paul Gordon,2010,tt1605765,6.2,218,2454,-1.0
2454,"Jason Clarke, Emma Booth, David Lyons, Travis McMahon",2 nominations.,-1,Australia,18-Mar-14,Craig Lahiff,"Crime, Drama, Thriller",English,42.0,"Colin happens upon a road accident where he finds a dead man, a beautiful woman, and a suitcase full of money. After trying to do the right thing he soon finds himself caught up in a dangerous scheme.",https://m.media-amazon.com/images/M/MV5BNDQ4Nzk0MTYwMl5BMl5BanBnXkFtZTgwNDQzOTQ2MDE@._V1_SX300.jpg,Cohen Media Group,R,6-Dec-13,TRUE,37,86,Swerve,http://www.swervefeaturefilm.com/,Craig Lahiff,2011,tt1592576,5.4,1598,2455,-1.0
2455,"Amber Connor, Joe Estevez, Dan Haggerty, Thomas Downey",-1,2498,USA,18-Jun-13,Gary Jones,"Fantasy, Horror",English,-1.0,"Young adults at a first-time offenders' boot camp discover the legend of the giant lumberjack Paul Bunyan is real, but is much more horrifying than they could have imagined.",https://m.media-amazon.com/images/M/MV5BNDYyNDY4NDk3MV5BMl5BanBnXkFtZTgwMzg4NDA2MDE@._V1_SX300.jpg,Cinema Purgatorio,R,18-Jun-13,TRUE,-1,90,Axe Giant: The Wrath of Paul Bunyan,http://cinemapurgatorio.com/movies/axe-giant-the-wrath-of-paul-bunyan,"Jeff Miller (screenplay), Gary Jones (screenplay), Jason Ancona (screenplay), Gary Jones (story), Jeff Miller (story)",2013,tt1684548,3.6,934,2456,-1.0
2456,"Sarah Bolger, Thomas Mann, James Marsden, Claire Danes",-1,-1,USA,21-Oct-13,Max Mayer,"Comedy, Drama",English,28.0,A smart teenage girl comes of age in a small town with her self-centered parents who had her when they were teenagers.,https://m.media-amazon.com/images/M/MV5BMjIwNDk3NTgzNF5BMl5BanBnXkFtZTcwOTEyODY3OQ@@._V1_SX300.jpg,As Cool Inc.,R,21-Jun-13,TRUE,14,92,As Cool as I Am,http://www.ifcfilms.com/films/as-cool-as-i-am,"Pete Fromm (novel), Virginia Korus Spragg (screenplay)",2013,tt1906329,5.9,4791,2457,-1.0
2457,"Emily Browning, Xavier Samuel, Cam Gigandet, Dawn Olivieri",-1,2843,USA,15-Oct-13,Catherine Hardwicke,"Drama, Music, Thriller",English,-1.0,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",https://m.media-amazon.com/images/M/MV5BNjQ4MTQ0MTA5Ml5BMl5BanBnXkFtZTgwMzY3MTYwMDE@._V1_SX300.jpg,Millennium Entertainment,R,15-Oct-13,TRUE,29,99,Plush,http://plushthemovie.com/,"Catherine Hardwicke, Arty Nelson",2013,tt2226519,5.4,3311,2458,-1.0
2458,"Drew Struzan, Harrison Ford, Michael J. Fox, George Lucas",3 wins & 3 nominations.,3078,USA,19-Nov-13,Erik Sharkey,"Documentary, Biography",English,59.0,A documentary on legendary movie-poster artist Drew Struzan.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzA0NDI2NTI3MV5BMl5BanBnXkFtZTcwMzcxNzA4OQ@@._V1_SX300.jpg,Kino Lorber,NOT RATED,19-Jul-13,TRUE,50,97,Drew: The Man Behind the Poster,http://drewstruzandocumentary.com/,"Greg Boas, Charles Ricciardi, Erik Sharkey, Jeff Yorkes",2013,tt1486843,7.5,795,2459,-1.0
2459,Violet Blue,-1,3006,USA,8-Oct-13,Cathryne Czubek,"Documentary, History",English,41.0,"Reaching far beyond Hollywood's hypersexualized femme fatales, the film candidly explores the modern American woman through intimate portraits encompassing issues of protection, power, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ4NjcxNzI1OF5BMl5BanBnXkFtZTcwNzU1Mjc3OQ@@._V1_SX300.jpg,First Run Features,-1,5-Jul-13,TRUE,25,76,A Girl and a Gun,http://www.agirlandagunfilm.com/,"Cathryne Czubek, Amanda Hughes",2013,tt1735279,6.1,36,2460,-1.0
2460,"Jana Kramer, Sam Logan Khaleghi, Brandon T. Jackson, Mia Serafino",-1,-1,USA,8-Oct-13,Sam Logan Khaleghi,"Crime, Drama, Romance",English,-1.0,US Army Staff Sergeant Wesley Kent returns from the war abroad and must now fight the threat of corruption and deception in his hometown at all personal costs.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTAyNTM0NF5BMl5BanBnXkFtZTcwNTMwMDA5OQ@@._V1_SX300.jpg,Monterey Media,PG,30-Aug-13,TRUE,-1,86,Approaching Midnight,http://www.montereymedia.com/approachingmidnight/,Sam Logan Khaleghi,2013,tt0837559,4.9,231,2461,-1.0
2461,"Jack Reynor, Fionn Walton, Gavin Drea, Patrick Gibson",10 wins & 9 nominations.,-1,Ireland,23-Jun-14,Lenny Abrahamson,Drama,"English, Irish",80.0,"What Richard Did follows Richard Karlsen, golden-boy athlete and undisputed alpha-male of his privileged set of South Dublin teenagers, through the summer between the end of school and the ...",https://ia.media-imdb.com/images/M/MV5BNTM3MDk4ODYxM15BMl5BanBnXkFtZTcwMjgzNzg1OA@@._V1_SX300.jpg,Tribeca Films,TV-MA,5-Oct-12,TRUE,91,88,What Richard Did,http://www.facebook.com/WhatRichardDid,"Malcolm Campbell, Kevin Power (book)",2012,tt2092011,6.3,4081,2462,-1.0
2462,"Joel Evans, Benjamin Bratt, Kiowa Gordon, Chloe Rose",1 win & 3 nominations.,-1,Canada,24-Jun-13,Anita Doron,Drama,English,-1.0,A drama centered on a First Nations teenager trying to find his place in the modern world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMzA2MjAxOF5BMl5BanBnXkFtZTcwMTgxODYxOQ@@._V1_SX300.jpg,Monterey Media,R,9-Sep-12,TRUE,50,86,The Lesser Blessed,http://www.montereymedia.com/theatrical/films/lesser_blessed_the.html,"Anita Doron, Richard Van Camp (novel)",2012,tt2056740,6.2,531,2463,-1.0
2463,"Vinessa Shaw, Ebon Moss-Bachrach, Daniel GimÌ©nez Cacho, Gerardo Taracena",1 nomination.,1600,Mexico,17-Jun-13,Makinov,Horror,"English, Spanish",44.0,"A couple take a vacation to a remote island - their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present - an observation that quickly presents a nightmarish reality.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjIwMTcwNF5BMl5BanBnXkFtZTcwMTQ1ODIxOQ@@._V1_SX300.jpg,Cinedigm Entertainment Group,R,22-Mar-13,TRUE,53,87,Come Out and Play,http://www.facebook.com/COAPmovie,"Makinov (screenplay), Juan JosÌ© Plans (novel)",2012,tt2341664,4.7,2828,2464,-1.0
2464,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,Sparrow's Dance,-1,-1,2013,-1,-1.0,-1,2465,-1.0
2465,"Kevin Charles, Luci Christian, Richard Crockett, Rebekah Dahl",-1,1493,USA,-1,E. Thomas Ewing,"Animation, Comedy, Family",English,-1.0,"Neddie Nerfhoffer has a dream. He wants to do his part to help save the galaxy from a tyrannical warlord. When Neddie finds an ancient starship, he and his friends take to the stars to stop the evil General Disdain.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Njc0MzkwNV5BMl5BanBnXkFtZTgwNDAxMDA3MjE@._V1_SX300.jpg,High Top Releasing,PG,30-Aug-13,TRUE,-1,88,Last Flight of the Champion,http://www.lastflightofthechampion.com/,"E. Thomas Ewing, Jeremy R. Ewing",2013,tt2709606,5.7,16,2466,-1.0
2466,"Kelen Coleman, Kevin Alejandro, Louise Fletcher, Rus Blackwell",-1,1678,USA,30-Dec-13,Anthony DiBlasi,"Horror, Thriller",English,32.0,A deaf woman who resurrects the ghost of a murdered young woman is forced by the spirit to a serial killer who turns his female victims into marionette dolls.,https://m.media-amazon.com/images/M/MV5BMTUwNjk4OTI0MF5BMl5BanBnXkFtZTgwNDMzMzUzMDE@._V1_SX300.jpg,Archstone Distribution,R,11-Oct-13,TRUE,10,108,Cassadaga,http://cassadaga-movie.com/,"Bruce Wood (story and characters), Bruce Wood (screenplay), Scott Poiley (screenplay)",2011,tt1747967,5.3,2975,2467,-1.0
2467,"Alex Karpovsky, Marjan Neshat, Gary Wilmes, Alan Cumming",-1,-1,USA,-1,Sam Neave,"Comedy, Romance",English,38.0,"A love triangle - shot in two single 45 minute takes set eighteen months apart: the first over a sunset, the second a sunrise.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MTcyNTk3NF5BMl5BanBnXkFtZTcwNzUxMzM2OQ@@._V1_SX300.jpg,WARNER BROTHERS PICTURES,NOT RATED,15-Feb-13,TRUE,-1,81,Almost in Love,http://firstlovethefilm.com/,Sam Neave (screenplay),2011,tt1622563,5.7,60,2468,-1.0
